Status,Family size,AMI,Race,Gender,Monthly Rent,Back Rent Claimed,zip,Council District
Tenant Application Received,2,30,Hispanic,Female,1875,22500,91344,12
Tenant Application Received,1,30,Black,Male,1339,29458,90004,13
Application on Hold,1,30,Black,Female,1375,8250,90744,15
Tenant Application Received,1,30,Black,Female,2100,27300,90047,8
Tenant Pending Final Submission of Documents,4,30,Hispanic,Male,1355,2700,91352,6
Tenant Application Received,5,30,White,Male,3000,12000,91040,7
Closed Ineligible,1,30,White,Female,3225,28575,90212, 
Tenant Approved: Pending Payment to the Landlord,6,30,Hispanic,Female,850,2550,90032,14
Tenant Approved: Landlord Pending Initial Submission of Documents,4,30,Hispanic,Female,1449,1492.24,90005,5
Tenant Application Received,5,30,Hispanic,Male,1100,12525,90065,1
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,4900,29400,91343,12
Tenant Application Received,2,30,Other,Female,2800,22400,91042,7
Tenant Application Received,1,30,Black,Female,2150,21500,90005,10
Tenant Application Received,3,30,Other,Female,2900,34000,90019,10
Manager Approval Required,2,30,White,Male,3600,21600,90045,11
Application on Hold,2,30,Black,Male,2799,13995,91601,2
Tenant Approved: Closed Landlord Paid,1,30,White,Male,1526.26,8139.14,91411,4
Tenant Application Received,1,30,Other,Female,598.83,4191.81,90013,9
Tenant Pending Final Submission of Documents,1,30,Black,Female,1200,4800,90062,8
Closed Ineligible,1,30,Hispanic,Male,2048,6144,90046,4
Tenant Pending Final Submission of Documents,1,30,Black,Female,1250,3700,90057,1
Closed Ineligible,1,30,Black,Female,2450,7350,90012,14
Tenant Application Received,4,30,Asian,Male,2395.33,7626.65,91606,2
Tenant Pending Initial Submission of Documents,3,30,White,Male,5550,49950,90057,1
Tenant Application Received,1,30,Other,Male,2166,7422.19,90012,14
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Male,782,4692,90015,14
Tenant Application Received,3,30,Hispanic,Female,1900,20900,91331,7
Closed Ineligible,3,30,Hispanic,Male,2300,46000,93535, 
Tenant Application Received,1,30,White,Female,2500,22500,90032,14
Closed Ineligible,3,30,Hispanic,Female,1400,2800,91355, 
Tenant Application Received,3,30,White,Male,5000,45000,91342,7
Tenant Application Received,1,30,Other,Male,1536,4070.58,91405,6
Application on Hold,2,30,Hispanic,Female,2016.73,37134.96,91367,3
Tenant Pending Initial Submission of Documents,5,30,White,Female,4500,40500,91306,3
Tenant Pending Final Submission of Documents,1,30,Other,Male,1273.61,6206.74,90004,13
Tenant Application Received,1,30,Black,Male,1301.81,20828.96,90020,10
Tenant Approved: Landlord Eligibility Under Review,4,30,Other,Female,3992,11860,90049,5
Application on Hold,1,30,Other,I prefer not to answer,1849,1849,90017,1
Application on Hold,1,30,Hispanic,Female,785,2355,90033,14
Tenant Approved: Landlord Final Notification to Respond,1,30,Hispanic,Female,700,1400,90007,8
Closed Ineligible,3,30,Black,Male,3500,31500,90059, 
Tenant Pending Final Submission of Documents,3,30,Black,Female,1371,1838,90003,8
Tenant Approved: Landlord Final Notification to Respond,3,30,Hispanic,Female,1890,3780,90031,1
Tenant Pending Final Submission of Documents,1,30,Black,Male,650,649.67,90013,14
Application on Hold,1,30,White,Female,5000,30750,91406,6
Tenant Pending Final Submission of Documents,2,30,Hispanic,Male,950,1900,91303,3
Tenant Application Received,3,30,Black,Female,2595,31140,90065,13
Tenant Application Received,4,30,Hispanic,Male,1600,14400,90026,13
Tenant Application Received,2,30,Black,Male,1200,25200,90047,8
Tenant Approved: Landlord Final Notification to Respond,8+,30,Hispanic,Male,3400,17000,90037,9
Tenant Approved: Pending Payment to the Landlord,1,30,Black,Female,1900,5700,90044,8
Application on Hold,3,30,Other,Female,1990.44,5938.36,90034,10
Application on Hold,1,30,Hispanic,Male,1595,1595,90006,10
Tenant Application Received,1,30,Other,Male,650,4000,90033,14
Application on Hold,1,30,Black,Female,950,2183.67,90037,9
Tenant Application Received,3,30,White,Male,1800,18000,90029,13
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,2300,13300,90018,10
Application on Hold,4,30,Hispanic,Male,901,3421.91,90034,10
Tenant Application Received,3,30,Black,Female,2412,10296.67,90065,1
Tenant Application Received,1,30,Black,Female,3500,49000,91601,2
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,2725,13625,90065,13
Tenant Approved: Landlord Eligibility Under Review,4,30,Hispanic,Male,1900,11400,90032,14
Closed Ineligible,3,30,White,Male,1284,4636,90403, 
Tenant Pending Final Submission of Documents,7,30,Hispanic,Male,1950,1950,90019,10
Tenant Application Received,2,30,Black,Male,2253.86,27046.32,90025,11
Tenant Pending Final Submission of Documents,1,30,Black,Female,1800,6300,90003,8
Tenant Approved: Landlord Final Notification to Respond,1,30,Black,Female,2125,7400,91411,4
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,1600,9600,90023,14
Closed Ineligible,2,30,Black,Female,1011,10110,90037,8
Closed Ineligible,6,30,Hispanic,Female,2400,5374,93551, 
Tenant Application Received,6,30,Hispanic,Male,1300,7800,,
Tenant Pending Final Submission of Documents,5,30,Hispanic,Female,3260,8117,90042,1
Tenant Application Received,4,30,Other,Male,1875,16875,91406,6
Tenant Application Received,5,30,Black,Male,1650,18150,91411,6
Closed Ineligible,5,30,Other,Male,1550,9300,90717, 
Tenant Application Received,1,30,Black,Male,2000,72000,91403,4
Tenant Application Received,2,30,Other,Female,975,10725,91402,6
Tenant Application Received,3,30,Black,Female,1650,18150,90045,11
Application on Hold,1,30,Black,Male,1735,10410,90017,14
Tenant Application Received,1,30,Other,Female,1650,31350,90068,4
Tenant Approved: Landlord Eligibility Under Review,2,30,Black,Female,2400,16800,90061,15
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,1254,2658.48,90006,1
Tenant Application Received,2,30,White,Female,3500,39000,91367,3
Manager Approval Required,7,30,Hispanic,Female,2200,11000,90004,13
Tenant Pending Final Submission of Documents,1,30,White,Female,2888,14440,90046,4
Tenant Pending Final Submission of Documents,1,30,White,Male,1000,6000,90011,9
Tenant Pending Final Submission of Documents,1,30,Black,Male,3479,20874,90010,10
Tenant Application Received,1,30,Hispanic,Female,1654,14856,90028,13
Closed Ineligible,2,50,White,Female,2875,5750,90211, 
Tenant Application Received,3,30,Black,Female,2500,20000,90027,13
Tenant Application Received,1,30,Other,Female,2400,5850,90047,8
Tenant Pending Initial Submission of Documents,3,30,White,Male,5750,51750,90039,4
Tenant Approved: Landlord Eligibility Under Review,4,30,Black,Female,4500,16500,91307,12
Tenant Application Received,2,50,White,Male,4500,94500,91303,3
Tenant Application Received,4,30,White,Male,1677.83,21775,90066,11
Application on Hold,1,30,Hispanic,Female,967,4945.69,91335,4
Tenant Application Received,4,30,Other,Female,2200,14700,90047,8
Tenant Application Received,2,30,Asian,Female,1698.61,25425,90020,10
Closed Ineligible,2,30,Black,Male,1631,4893,91411,6
Closed Ineligible,1,50,Other,Male,2951.89,2951.89,90292, 
Application on Hold,1,30,White,Female,3050,7650,90291,11
Closed Ineligible,3,30,Hispanic,Male,1550,12400,90044, 
Tenant Pending Final Submission of Documents,1,30,Black,Male,1200,1200,90044,8
Application on Hold,5,30,Asian,Male,2112,12172,91402,6
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,2350,14100,90011,9
Tenant Approved: Landlord Eligibility Under Review,7,30,Hispanic,Female,2624,15744,90027,13
Tenant Application Received,1,30,Hispanic,Male,1833,4005.15,90028,13
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1800,7200,90731,15
Tenant Application Received,1,30,Other,I prefer not to answer,1802.67,16224.03,90048,5
Tenant Application Received,4,30,Other,Male,2303.08,27634.86,91403,4
Tenant Application Received,4,30,Asian,Male,1379,15169,90020,1
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1050,2100,91401,2
Tenant Application Received,3,30,Hispanic,Female,1161.18,15095.34,90018,8
Tenant Application Received,2,30,Black,Female,671,6039,90043,8
Tenant Application Received,1,30,Black,Female,1300,41600,90044,8
Tenant Application Received,1,30,White,Male,4100,55900,90068,4
Closed Ineligible,3,30,Hispanic,Female,1505,23300,91754, 
Tenant Application Received,2,30,White,Female,2000,20000,91367,3
Tenant Application Received,3,30,Black,Female,858,18018,90744,15
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1395,2178.76,90011,9
Application on Hold,5,30,Hispanic,Male,1966,9337,90034,10
Application on Hold,1,30,Hispanic,Male,652,652,90015,14
Tenant Application Received,1,30,White,Female,935,8415,90004,10
Tenant Application Received,1,30,Black,Male,1500,54520,90248, 
Tenant Application Received,6,30,Asian,Female,1832,12824,90057,1
Tenant Application Received,1,30,Other,Male,749,16863,91303,3
Tenant Application Received,5,30,Black,Female,1662,13216,90003,9
Closed Ineligible,4,30,Hispanic,Male,1326.11,6630.55,90061, 
Tenant Application Received,1,30,Black,Male,1400,15400,90062,8
Tenant Approved: Landlord Eligibility Under Review,3,30,White,Female,2282,5622.83,91605,2
Tenant Application Received,1,30,Hispanic,Female,2300,41400,90062,8
Closed Ineligible,1,30,Hispanic,Female,1275,3825,90017,1
Tenant Application Received,3,30,Black,Female,1200,14450,90044,8
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1355,1950,90004,13
Tenant Application Received,2,30,Black,Female,2750,27500,91602,2
Tenant Application Received,4,30,Hispanic,Female,1995,15960,90007,8
Tenant Approved: Tenant & Landlord Under Review,1,30,Asian,Female,1180,2360,90501,15
Closed Ineligible,1,30,Black,Male,1200,13702,90029,13
Tenant Application Received,1,30,Asian,Male,1464.06,24889.02,90049,11
Tenant Application Received,3,30,Black,Female,1595,25420,90044,8
Application on Hold,4,30,Black,Female,1402,2804,90008,8
Tenant Application Received,1,30,Black,Female,2700,51300,90012,1
Closed Ineligible,2,30,Hispanic,Female,1197,4788,90044, 
Application on Hold,2,30,Black,Female,1200,7200,90043,8
Tenant Approved: Landlord Eligibility Under Review,3,30,Hispanic,Female,2100,6300,90032,14
Tenant Application Received,1,30,Black,Female,1500,9400,90003,9
Tenant Pending Final Submission of Documents,1,30,Other,Male,1100,5715,90013,14
Tenant Pending Final Submission of Documents,3,30,Black,Male,3000,15000,91367,3
Application on Hold,2,30,Hispanic,Female,1901,4581.11,91311,12
Application on Hold,1,30,Other,Female,1550,9300,90036,5
Application on Hold,4,30,Hispanic,Male,1786,10611,91042,7
Closed Ineligible,1,50,Black,Female,2100,52300,90016,10
Tenant Application Received,3,30,Hispanic,Female,3000,22251.75,90033,14
Tenant Pending Final Submission of Documents,3,30,Black,Female,1574,9444,91606,2
Tenant Application Received,1,30,Hispanic,Male,1063,20197,90026,13
Tenant Application Received,1,30,Black,Female,3900,39000,90043,8
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Other,Female,500,500,91344,12
Tenant Application Received,2,30,White,Male,3000,21000,90035,5
Tenant Application Received,3,30,Black,Female,900,8400,91402,6
Tenant Application Received,3,30,Black,Female,1500,24600,90047,8
Application on Hold,2,30,Black,Female,1550,7350,90044,8
Tenant Application Received,1,30,Black,Male,3084.94,33704.22,90017,1
Tenant Application Received,3,30,Asian,Female,1000,22000,91325,12
Closed Ineligible,4,30,Hispanic,Female,2000,14000,90003,9
Closed Ineligible,4,30,Hispanic,Male,3100,3100,91602,2
Tenant Approved: Landlord Eligibility Under Review,2,30,Black,Female,1245,4876,90037,8
Application on Hold,2,30,Black,Male,2200,13200,90002,8
Tenant Application Received,2,30,Black,Female,1892,32418,90095, 
Tenant Pending Final Submission of Documents,2,30,Black,Female,1500,9000,90043,8
Tenant Application Received,2,30,Black,Female,2500,13000,90062,8
Tenant Application Received,1,30,Hispanic,Male,875,13475,91342,7
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,600,3600,90008,10
Tenant Application Received,4,30,Hispanic,Male,1000,9930,90026,1
Tenant Pending Final Submission of Documents,4,30,White,Male,2050,4000,90035,5
Tenant Pending Final Submission of Documents,1,30,Black,Male,2000,35000,90028,13
Tenant Pending Final Submission of Documents,3,30,Black,Female,2448.61,3190,90057,1
Closed Ineligible,1,50,Hispanic,Female,1645,3290,90723, 
Tenant Application Received,1,30,Black,Female,2750,32883.75,90015,14
Closed Ineligible,2,30,Black,Female,2200,52800,90047, 
Tenant Application Received,1,30,Hispanic,Female,2255,13455,90036,5
Closed Ineligible,3,30,Hispanic,Female,1650,42900,90044, 
Tenant Pending Final Submission of Documents,3,30,Other,Male,852,797.99,91304,3
Tenant Application Received,1,30,White,Female,1950,12700,90003,9
Tenant Pending Final Submission of Documents,1,30,Black,Female,1100,9400,90011,9
Tenant Application Received,5,30,Hispanic,Female,1200,10800,90044,8
Closed Ineligible,2,30,Asian,Female,2992.75,17956.5,90010,10
Tenant Application Received,4,30,Hispanic,Female,1278,16852,91606,2
Tenant Pending Final Submission of Documents,1,30,White,Female,3170,19020,90068,4
Tenant Pending Initial Submission of Documents,3,30,White,Male,5900,53100,90043,8
Tenant Application Received,3,30,White,Female,3600,28800.09,91344,12
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,2000,2000,91405,6
Tenant Application Received,2,30,Other,Male,3500,24500,90027,4
Tenant Pending Final Submission of Documents,2,30,Black,Male,1735,1829.53,91602,2
Application on Hold,1,30,White,Female,1400,4200,91606,2
Tenant Application Received,2,30,White,Male,3025,35475,91606,2
Tenant Application Received,3,30,White,Male,3000,152100,91601,2
Tenant Approved: Landlord Final Notification to Respond,1,30,White,Male,1000,4500,90043,8
Tenant Application Received,1,30,White,Male,4500,67750,90094,11
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,925,1850,90029,13
Tenant Approved: Landlord Pending Final Submission of Documents,3,30,Hispanic,Female,1786,2122,90026,1
Tenant Application Received,1,30,Black,Female,3357,31715,90015,14
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Hispanic,Female,950,4150,90007,8
Application on Hold,1,30,Black,Female,1890,4342,91601,2
Closed Ineligible,2,30,Hispanic,Female,1350,5618.82,91605,2
Tenant Application Received,1,30,Black,Female,2170,20374.77,90015,14
Application on Hold,1,30,White,Male,1609,8050,90046,13
Closed Ineligible,4,30,Hispanic,Female,200,2000,90044, 
Closed Ineligible,1,30,Other,Male,1700,1700,90064,5
Closed Ineligible,1,30,Black,Female,552,2037.57,90292, 
Closed Ineligible,5,30,Hispanic,Female,1650,6553,90044, 
Tenant Application Received,1,30,Black,Female,1150,9950,90061,8
Tenant Eligibility Under Review,1,30,Black,Male,5500,31680,90001,9
Tenant Approved: Landlord Eligibility Under Review,3,30,Asian,Female,803.98,2411.94,90029,13
Tenant Pending Final Submission of Documents,4,30,White,Male,1900,7600,91405,2
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,1200,3600,90004,13
Closed Ineligible,2,30,Black,Female,5690,16070,90291,11
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Closed Ineligible,1,30,Hispanic,Female,735,735,90640, 
Tenant Application Received,2,30,Black,Female,2388.18,15016.36,90731,15
Application on Hold,2,30,Hispanic,Female,1526,8904,90041,14
Tenant Pending Final Submission of Documents,2,30,Black,Female,2745,5290,91335,4
Tenant Application Received,6,30,Black,Female,2300,20700,90044,8
Tenant Application Received,2,30,Asian,Male,1100,27500,91306,3
Tenant Approved: Landlord Eligibility Under Review,1,30,White,Female,3350,16750,90293,11
Tenant Eligibility Under Review,4,30,Hispanic,Female,3025,6395,90003,9
Closed Ineligible,3,80,Black,Female,4200,27400,90008, 
Tenant Application Received,3,30,Hispanic,Male,1200,8400,90011,9
Application on Hold,1,30,Black,Male,1144,4593.1,90016,10
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Asian,Female,929,929,90029,13
Tenant Approved: Landlord Eligibility Under Review,1,30,Black,Female,2300,16100,90044,8
Tenant Pending Final Submission of Documents,3,30,White,Female,2065,16033.66,91367,3
Application on Hold,2,30,White,Male,2760,16560,91307,12
Application on Hold,1,30,Black,Male,2402,11597.65,90036,5
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,1600,9600,90057,13
Tenant Application Received,2,30,White,Male,4670,51370,91324,12
Closed Ineligible,4,30,Hispanic,Female,1200,6000,90002, 
Tenant Approved: Tenant & Landlord Under Review,3,30,Hispanic,Male,1450,5800,90019,10
Application on Hold,1,30,Asian,Female,1175,1327,90020,10
Manager Approval Required,2,30,White,Male,3100,18600,91411,6
Tenant Application Received,3,30,White,Female,4500,54000,91401,2
Tenant Application Received,5,30,Black,Female,420,6030,90011,9
Tenant Pending Final Submission of Documents,1,30,Black,Male,2695,10780.09,91316,4
Tenant Pending Final Submission of Documents,1,30,Other,I prefer not to answer,2025,6075,91606,2
Tenant Approved: Pending Payment to the Landlord,5,30,Hispanic,Male,1850,7400,91601,2
Tenant Pending Final Submission of Documents,3,30,Hispanic,Male,1104.3,3278.76,90020,10
Tenant Application Received,4,30,Black,Female,2000,26000,90035,10
Tenant Application Received,1,50,Black,Female,2150,15050,90062,8
Closed Ineligible,3,30,Hispanic,Male,5500,33000,91311,12
Tenant Application Received,2,30,Hispanic,Female,1854,20878.93,90026,13
Tenant Application Received,3,30,Hispanic,Male,2350,37300,90017,1
Tenant Approved: Tenant & Landlord Under Review,3,30,Hispanic,Female,1500,9000,91335,3
Tenant Application Received,1,30,White,Male,2200,15400,90026,1
Closed Ineligible,1,30,Other,Female,1000,12000,90059, 
Closed Ineligible,4,30,Asian,Male,2650,2650,90020,13
Application on Hold,2,30,Black,Male,2698.61,8280.5,90028,13
Tenant Pending Initial Submission of Documents,3,30,White,Male,5450,49350,90029,13
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Female,2045,2761.93,90028,13
Tenant Application Received,1,30,White,Female,1600,11200,90004,10
Application on Hold,2,30,Black,Male,1850,3700,90016,10
Tenant Eligibility Under Review,4,50,Hispanic,Female,1443,5248,90004,10
Application on Hold,1,30,White,Male,1014.44,2014,90035,5
Closed Ineligible,1,30,Black,Female,4533,4533,91505, 
Closed Ineligible,1,50,White,Male,1995,11920,91205, 
Closed Ineligible,1,30,Black,Female,2000,36000,90043, 
Tenant Application Received,4,30,Other,Male,2080,14560,90004,10
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Closed Ineligible,8+,50,Hispanic,Male,2600,13000,90040, 
Tenant Approved: Landlord Eligibility Under Review,4,30,Hispanic,Female,1200,6000,90018,8
Tenant Application Received,1,30,Hispanic,Male,2060,49440,90015,14
Tenant Approved: Landlord Pending Initial Submission of Documents,6,30,Hispanic,Female,1638,1638,90006,1
Tenant Approved: Tenant & Landlord Under Review,2,30,Hispanic,Female,800,880,90018,10
Tenant Application Received,1,50,White,Male,2396,61204,90025, 
Tenant Application Received,2,30,Black,Female,1600,4320,90013,14
Application on Hold,1,30,Black,Male,1248.5,2497,90013,9
Tenant Application Received,4,30,Black,Female,1090,17440,90003,8
Application on Hold,1,30,White,Male,2150,7750,91356,3
Tenant Application Received,3,30,Black,Female,1480,22200,90043,8
Tenant Application Received,2,30,Hispanic,Male,850,7650,90047,8
Tenant Application Received,2,30,Black,Female,1000,24000,90037,9
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,1395,5580,90005,10
Application on Hold,2,30,White,Female,2467,10467,90028,13
Closed Ineligible,4,30,Hispanic,Female,1575,1575,90044,8
Tenant Approved: Closed Landlord Paid,1,30,Hispanic,Male,3300,6000,90064,5
Application on Hold,3,30,Black,Male,1350.61,8103.66,91607,2
Tenant Pending Final Submission of Documents,1,50,Other,Female,1148,1297,90057,1
Tenant Application Received,1,30,Black,Female,1650,13200,90003,8
Tenant Pending Final Submission of Documents,2,30,Other,Female,2000,2000,90043,8
Tenant Application Received,1,30,White,Male,1650,14850,90046,4
Closed Ineligible,1,30,Other,Male,800,8000,90043, 
Tenant Eligibility Under Review,1,30,Other,Female,1115.5,2362.39,90057,1
Tenant Pending Initial Submission of Documents,1,30,Black,Female,1500,13500,90047,8
Tenant Application Received,4,30,Hispanic,Female,1175,10000,90006,10
Tenant Application Received,1,30,White,Male,1355,9905,90038,13
Application on Hold,5,30,Black,Male,2195,13170,90028,13
Application on Hold,1,30,Black,Female,2080,8320,90005,10
Manager Approval Required,1,30,White,Male,3800,22800,91505,2
Tenant Application Received,2,80,White,Male,3150,18900,90049,11
Tenant Application Received,4,30,Black,Male,500,9000,91405,2
Application on Hold,1,30,Black,Female,2100,7350,90045,11
Tenant Approved: Closed Landlord Paid,5,30,Asian,Male,1339,8034,90005,10
Closed Ineligible,1,30,Other,Female,1730,1730,90056, 
Tenant Approved: Landlord Final Notification to Respond,3,30,Hispanic,Female,1135.5,3406.5,90011,9
Tenant Approved: Landlord Final Notification to Respond,1,30,White,Female,1995,5985,90028,13
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,White,Male,1801,3602,91401,4
Tenant Application Received,4,30,Hispanic,Female,1300,15600,91340,7
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,2000,6000,90005,1
Tenant Application Received,1,30,White,Female,2185,15761.8,90031,14
Tenant Application Received,1,30,Other,Male,850,36550,91344,12
Application on Hold,1,30,Hispanic,Female,570,1165,90006,1
Tenant Application Received,2,30,Black,Female,1012,14324,90021,9
Application on Hold,5,30,Hispanic,Female,1545,6180,91352,2
Tenant Pending Final Submission of Documents,3,30,White,Female,3050,18300,91423,4
Tenant Approved: Tenant & Landlord Under Review,1,30,Black,Female,1760.42,8905.08,91606,2
Tenant Approved: Closed Landlord Paid,5,30,Hispanic,Female,1100,5500,90011,9
Tenant Application Received,3,30,Black,Male,1100,7600,90047,8
Tenant Application Received,3,30,Hispanic,Male,2250,28866.98,91304,3
Tenant Pending Final Submission of Documents,3,30,Black,Male,1875,7500,90047,8
Closed Ineligible,1,30,White,Male,1500,7000,93534, 
Application on Hold,3,30,Black,Female,3400,13600,90019,10
Closed Ineligible,5,30,Black,Female,3500,38500,90047, 
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Black,Male,3000,9000,91601,2
Tenant Application Received,1,30,Black,Female,1009,4688,90037,9
Application on Hold,1,30,Other,Female,820,3280,90017,1
Closed Ineligible,1,30,Black,Male,1113.95,1113.95,90304, 
Tenant Pending Final Submission of Documents,1,30,Hispanic,Female,2017,2117,91367,3
Tenant Pending Final Submission of Documents,1,30,White,Female,4000,24000,90025,5
Tenant Application Received,4,30,White,Female,2250,15100,91335,4
Tenant Pending Initial Submission of Documents,3,30,White,Male,5700,51300,90031,13
Tenant Approved: Landlord Final Notification to Respond,6,30,Hispanic,Female,1126,6756,90011,9
Tenant Application Received,1,30,Black,Trans Female,1336,9356.27,91601,2
Application on Hold,1,30,Black,Male,1800.37,10802.22,90005,10
Tenant Eligibility Under Review,2,50,Other,Female,2200,11500,91345,7
Tenant Application Received,4,30,Black,Female,648,2688,90059,15
Tenant Application Received,1,30,Hispanic,Male,1785,17641.09,90015,14
Tenant Application Received,4,30,Asian,Male,2079.22,12033.76,90006,1
Application on Hold,1,30,Other,Female,5300,30600,91401,4
Tenant Approved: Landlord Pending Final Submission of Documents,1,30,Black,Male,600,3600,90037,9
Tenant Application Received,2,30,Black,Male,2758.34,14789.5,90048,5
Closed Ineligible,1,50,White,Male,3965,47580,90292, 
Tenant Pending Final Submission of Documents,2,30,Asian,Female,1799.44,3590,90020,10
Tenant Pending Final Submission of Documents,1,30,Hispanic,Male,2491.5,2491.5,90046,4
Tenant Pending Final Submission of Documents,1,30,White,Female,2600,10400,91324,12
Tenant Application Received,5,30,White,Male,3700,40865,91352,2
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,1353.42,21006.92,90004,10
Application on Hold,2,30,Black,Male,1750,3500,90004,10
Tenant Application Received,1,30,Black,Male,1100,16934.58,90028,13
Tenant Application Received,1,30,White,Female,1200,13200,90044,15
Tenant Application Received,5,30,Black,Female,1038,17646,90037,9
Tenant Application Received,5,30,Hispanic,Female,914,8990,90017,1
Tenant Application Received,1,30,Other,Male,4500,31500,91605,2
Tenant Approved: Tenant & Landlord Under Review,3,30,Black,Female,946,1892,90003,8
Application on Hold,1,30,Black,Female,1371.83,5487.32,90017,1
Tenant Pending Initial Submission of Documents,3,30,White,Male,5155,46395,90008,10
Tenant Pending Final Submission of Documents,2,30,Hispanic,Female,1875,3750,91325,12
Tenant Eligibility Under Review,4,30,White,Female,3300,23100,91504,2
Tenant Application Received,4,30,Hispanic,Male,1674.68,10572.12,90064,5
Tenant Approved: Landlord Pending Initial Submission of Documents,2,30,Hispanic,Female,1719,10314,91325,12
Tenant Application Received,1,30,White,Male,1350,12150,90038,13
Tenant Application Received,1,50,Other,Female,2320,21150,91405,6
Tenant Pending Final Submission of Documents,3,30,Black,Female,3300,13200,90062,8
Application on Hold,2,30,White,Female,1650,9151,90005,10
Tenant Pending Final Submission of Documents,1,30,Asian,Female,950,3800,90006,1
Tenant Application Received,3,50,Black,Female,2150,21500,90016,10
Closed Ineligible,1,30,Black,Female,1937,19370,90292, 
Tenant Approved: Landlord Pending Initial Submission of Documents,3,30,Hispanic,Female,1555,5670,90044,8
Tenant Application Received,2,30,Black,Female,915,8129,90012,14
Tenant Pending Final Submission of Documents,1,30,Black,Female,2100,2700,90046,4
Tenant Approved: Tenant & Landlord Under Review,2,30,White,Male,1600,4000,91423,4
Tenant Pending Final Submission of Documents,1,30,Asian,Female,1390,5560,90005,1
Tenant Application Received,1,30,Black,Female,3420,44460,90015,14
Tenant Application Received,1,30,White,Male,1750,17500,90046,4
Tenant Application Received,1,30,Black,Female,1282,11038,90028,13
Tenant Approved: Landlord Eligibility Under Review,6,30,Hispanic,Female,991,5430,90026,13
Tenant Application Received,4,30,Hispanic,Male,2600,18200,90037,9
Application on Hold,4,30,Hispanic,Female,1270,2540,90007,1
Tenant Application Received,1,30,Other,Male,1600,12800,90044,8
Tenant Pending Final Submission of Documents,1,30,Other,Female,800,800,90057,1
Landlord Application Submitted Pending Tenant,, ,Other,,0,0,,
Tenant Approved: Landlord Pending Initial Submission of Documents,1,30,Black,Male,2350,2155,91403,4
Tenant Pending Final Submission of Documents,1,30,Black,Male,1900,3900,90046,4
Tenant Application Received,1,30,White,Female,1206,29150,90038,13
Application on Hold,3,30,White,Female,1600,4800,90032,14
Tenant Application Received,1,30,Black,Male,1253,13126.81,91423,4
Closed Ineligible,1,30,Black,Male,1750,4690,93535, 
Tenant Application Received,2,30,Black,Male,600,4200,90061,8
Tenant Application Received,3,30,Black,Male,3200,14660,90043,8
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,2000,8000,90032,14
Tenant Application Received,1,30,Asian,Female,1895,3753,90027,4
Tenant Approved: Closed Landlord Paid,1,30,Hispanic,Female,1335,3510,90710,15
Tenant Pending Final Submission of Documents,3,30,Hispanic,Female,638.39,1915.17,90008,10
Closed Ineligible,2,30,White,Female,1514,1414,93535, 
Tenant Application Received,3,30,White,Male,2700,53500,91344,12
Closed Ineligible,5,30,Hispanic,Female,2200,11000,90220, 
Tenant Pending Final Submission of Documents,3,30,Black,Female,1424,8544,90044,8
Tenant Pending Final Submission of Documents,1,30,Black,Male,777,2955,90012,14
Tenant Application Received,2,30,Black,Female,2240,26880,90013,14
Tenant Application Received,1,30,White,Female,2063.25,32822.25,90020,1
Tenant Application Received,2,30,White,Female,2100,13800,91605,2
Closed Ineligible,1,30,Hispanic,Female,1500,6000,91723, 
Tenant Pending Final Submission of Documents,1,30,White,Male,4000,24000,90008,10
Application on Hold,2,30,Other,Male,1725,3902,91411,4
Tenant Pending Final Submission of Documents,2,30,Black,Female,2750,16500,90047,8
Tenant Approved: Landlord Eligibility Under Review,2,30,Black,Male,2595,8728,91602,2
Closed Ineligible,1,30,Hispanic,Female,1500,9000,90250, 
Tenant Application Received,4,30,Black,Female,1380,19320,91306,3
Application on Hold,1,30,Black,Male,2273,2500,90010,10
